Monstad,Teyvat,121,92.899,1,3,5,5
Liyue,Teyvat,121,76.738,17,1,1,7
Monstad,Teyvat,122,82.048,15,1,3,1
Liyue,Teyvat,122,66.953,15,5,7,3
Monstad,Teyvat,123,44.145,20,2,1,2
Liyue,Teyvat,123,27.261,18,3,3,3
Monstad,Teyvat,124,88.351,7,0,5,7
Liyue,Teyvat,124,53.29,17,4,4,0
Monstad,Teyvat,125,75.118,1,1,6,0
Liyue,Teyvat,125,8.617,11,2,3,5
Monstad,Teyvat,126,33.32,16,3,2,6
Liyue,Teyvat,126,83.614,7,4,5,1
Monstad,Teyvat,127,68.678,16,1,5,3
Liyue,Teyvat,127,56.557,5,3,1,0
Monstad,Teyvat,128,63.866,2,2,7,6
Liyue,Teyvat,128,7.929,20,2,4,6
Monstad,Teyvat,129,44.254,2,0,6,7
Liyue,Teyvat,129,4.721,7,0,6,7
Monstad,Teyvat,130,76.889,0,2,5,7
Liyue,Teyvat,130,9.162,9,0,1,5
Monstad,Teyvat,131,87.337,15,1,7,7
Liyue,Teyvat,131,63.851,14,0,6,2
Monstad,Teyvat,132,30.509,18,1,5,2
Liyue,Teyvat,132,75.834,12,2,1,4
Monstad,Teyvat,133,2.461,9,5,2,7
Liyue,Teyvat,133,6.813,16,1,3,0
Monstad,Teyvat,134,87.695,13,5,1,3
Liyue,Teyvat,134,44.614,0,3,4,1
Monstad,Teyvat,135,48.275,12,4,2,4
Liyue,Teyvat,135,68.981,10,0,7,4
Monstad,Teyvat,136,98.516,10,2,1,3
Liyue,Teyvat,136,20.789,16,5,4,1
Monstad,Teyvat,137,86.797,4,1,7,7
Liyue,Teyvat,137,92.256,7,3,1,6
Monstad,Teyvat,138,19.327,13,4,7,7
Liyue,Teyvat,138,77.643,18,5,3,7
Monstad,Teyvat,139,63.237,5,2,1,1
Liyue,Teyvat,139,1.813,3,3,5,0
Monstad,Teyvat,140,27.474,13,3,0,4
Liyue,Teyvat,140,3.672,1,2,4,5
Monstad,Teyvat,141,96.446,10,0,0,3
Liyue,Teyvat,141,19.298,19,1,5,0
Monstad,Teyvat,142,76.393,2,1,0,5
Liyue,Teyvat,142,69.721,13,0,6,3
Monstad,Teyvat,143,79.757,12,1,3,6
Liyue,Teyvat,143,29.2,2,2,2,5
Monstad,Teyvat,144,37.747,17,5,4,4
Liyue,Teyvat,144,13.819,16,2,6,6
Monstad,Teyvat,145,46.403,8,0,4,2
Liyue,Teyvat,145,76.024,8,4,7,1
Monstad,Teyvat,146,40.502,9,3,1,1
Liyue,Teyvat,146,11.97,10,1,4,7
Monstad,Teyvat,147,50.507,1,3,3,7
Liyue,Teyvat,147,8.24,18,2,4,7
Monstad,Teyvat,148,26.538,17,0,6,0
Liyue,Teyvat,148,67.112,15,4,2,1
Monstad,Teyvat,149,81.378,17,3,6,7
Liyue,Teyvat,149,74.691,4,5,5,5
Monstad,Teyvat,150,55.499,3,4,0,6
Liyue,Teyvat,150,6.597,0,4,2,3
Monstad,Teyvat,151,91.541,2,0,0,2
Liyue,Teyvat,151,13.687,3,1,1,1
Monstad,Teyvat,152,98.008,5,0,1,5
Liyue,Teyvat,152,72.035,10,3,3,5
Monstad,Teyvat,153,19.256,4,3,0,4
Liyue,Teyvat,153,38.033,10,4,6,4
Monstad,Teyvat,154,33.478,12,3,0,5
Liyue,Teyvat,154,30.46,17,4,2,6
Monstad,Teyvat,155,53.79,10,0,3,2
Liyue,Teyvat,155,62.102,2,0,5,2
Monstad,Teyvat,156,49.06,11,1,2,2
Liyue,Teyvat,156,98.316,20,1,5,1
Monstad,Teyvat,157,75.655,13,1,0,7
Liyue,Teyvat,157,73.565,8,2,6,1
Monstad,Teyvat,158,35.75,17,1,6,3
Liyue,Teyvat,158,40.534,2,5,2,7
Monstad,Teyvat,159,59.229,10,3,7,3
Liyue,Teyvat,159,5.202,7,4,7,2
Monstad,Teyvat,160,14.833,9,4,3,1
Liyue,Teyvat,160,80.825,18,2,3,1
Monstad,Teyvat,161,59.921,4,1,4,7
Liyue,Teyvat,161,89.127,0,5,1,0
Monstad,Teyvat,162,99.287,18,1,0,7
Liyue,Teyvat,162,68.25,17,0,7,7
Monstad,Teyvat,163,53.031,16,4,0,3
Liyue,Teyvat,163,97.306,2,3,1,3
Monstad,Teyvat,164,26.822,19,2,4,6
Liyue,Teyvat,164,47.454,12,0,1,7
Monstad,Teyvat,165,55.07,16,0,3,4
Liyue,Teyvat,165,69.44,19,2,6,2
Monstad,Teyvat,166,62.776,12,2,1,5
Liyue,Teyvat,166,16.732,12,0,0,2
Monstad,Teyvat,167,55.127,15,0,5,2
Liyue,Teyvat,167,81.579,17,4,5,4
Monstad,Teyvat,168,78.309,1,4,2,5
Liyue,Teyvat,168,16.324,11,1,7,6
Monstad,Teyvat,169,63.621,9,2,6,5
Liyue,Teyvat,169,55.607,14,4,6,3
Monstad,Teyvat,170,98.304,2,4,2,2
Liyue,Teyvat,170,79.479,15,3,4,5
Monstad,Teyvat,171,17.432,19,4,0,4
Liyue,Teyvat,171,26.811,15,5,4,4
Monstad,Teyvat,172,89.129,0,0,0,5
Liyue,Teyvat,172,11.334,2,0,2,2
Monstad,Teyvat,173,18.216,1,4,5,2
Liyue,Teyvat,173,48.627,2,2,0,4
Monstad,Teyvat,174,52.343,17,5,3,2
Liyue,Teyvat,174,97.964,3,4,3,7
Monstad,Teyvat,175,90.339,0,0,7,6
Liyue,Teyvat,175,57.58,16,5,0,2
Monstad,Teyvat,176,51.787,17,1,6,0
Liyue,Teyvat,176,88.202,14,5,5,2
Monstad,Teyvat,177,39.06,7,4,5,5
Liyue,Teyvat,177,78.529,9,0,4,7
Monstad,Teyvat,178,45.18,9,4,1,7
Liyue,Teyvat,178,78.372,4,5,4,7
Monstad,Teyvat,179,92.748,18,0,4,6
Liyue,Teyvat,179,77.125,18,3,0,0
Monstad,Teyvat,180,79.545,5,3,0,2
Liyue,Teyvat,180,13.958,16,5,6,2
Monstad,Teyvat,181,54.562,17,3,2,3
Liyue,Teyvat,181,1.771,15,5,0,2
Monstad,Teyvat,182,62.878,4,1,3,0
Liyue,Teyvat,182,4.452,7,2,2,2
Monstad,Teyvat,183,48.865,8,2,7,2
Liyue,Teyvat,183,7.127,7,0,6,7
Monstad,Teyvat,184,76.956,6,2,7,2
Liyue,Teyvat,184,4.077,5,3,5,2
Monstad,Teyvat,185,72.629,15,2,1,2
Liyue,Teyvat,185,63.289,14,0,7,7
Monstad,Teyvat,186,8.46,12,0,0,0
Liyue,Teyvat,186,61.482,13,1,1,4
Monstad,Teyvat,187,22.888,20,0,7,3
Liyue,Teyvat,187,65.175,8,1,4,0
Monstad,Teyvat,188,38.634,1,5,2,1
Liyue,Teyvat,188,85.289,9,3,5,7
Monstad,Teyvat,189,48.075,11,1,4,1
Liyue,Teyvat,189,66.964,13,2,0,3
Monstad,Teyvat,190,83.197,20,1,4,3
Liyue,Teyvat,190,31.248,0,3,1,7
Monstad,Teyvat,191,30.986,11,5,5,1
Liyue,Teyvat,191,69.937,18,3,0,2
Monstad,Teyvat,192,79.853,9,2,0,3
Liyue,Teyvat,192,71.332,5,4,3,5
Monstad,Teyvat,193,2.87,1,5,1,2
Liyue,Teyvat,193,28.095,5,3,3,4
Monstad,Teyvat,194,73.75,10,4,6,7
Liyue,Teyvat,194,30.081,16,1,4,2
Monstad,Teyvat,195,80.071,12,2,6,2
Liyue,Teyvat,195,36.109,1,1,6,3
Monstad,Teyvat,196,9.136,18,4,1,4
Liyue,Teyvat,196,57.32,10,2,0,0
Monstad,Teyvat,197,90.457,2,2,7,4
Liyue,Teyvat,197,14.727,13,5,7,1
Monstad,Teyvat,198,35.167,15,2,7,4
Liyue,Teyvat,198,28.817,3,5,4,4
Monstad,Teyvat,199,62.292,11,3,1,4
Liyue,Teyvat,199,15.94,8,2,5,7
Monstad,Teyvat,200,80.548,15,4,0,5
Liyue,Teyvat,200,70.263,11,1,1,0
Monstad,Teyvat,201,10.721,2,2,0,1
Liyue,Teyvat,201,43.782,1,2,2,2
Monstad,Teyvat,202,57.141,11,1,2,4
Liyue,Teyvat,202,90.335,12,4,6,0
Monstad,Teyvat,203,21.608,4,1,3,0
Liyue,Teyvat,203,33.203,17,2,7,4
Monstad,Teyvat,204,93.68,3,0,0,5
Liyue,Teyvat,204,16.007,18,0,5,7
Monstad,Teyvat,205,55.147,4,0,7,2
Liyue,Teyvat,205,58.552,0,0,4,6
Monstad,Teyvat,206,68.076,4,4,5,1
Liyue,Teyvat,206,48.537,15,0,1,3
Monstad,Teyvat,207,55.981,13,1,3,1
Liyue,Teyvat,207,20.847,4,2,6,3
Monstad,Teyvat,208,38.382,16,3,1,3
Liyue,Teyvat,208,40.803,2,3,0,3
Monstad,Teyvat,209,66.314,16,2,7,1
Liyue,Teyvat,209,70.941,5,1,3,0
Monstad,Teyvat,210,75.671,20,1,2,1
Liyue,Teyvat,210,25.169,1,0,6,1
Monstad,Teyvat,211,77.4,12,0,6,6
Liyue,Teyvat,211,80.217,1,3,5,2
Monstad,Teyvat,212,0.642,14,4,0,0
Liyue,Teyvat,212,28.142,8,0,1,7
Monstad,Teyvat,213,64.682,18,0,2,5
Liyue,Teyvat,213,52.438,20,3,4,4
Monstad,Teyvat,214,16.82,5,3,5,0
Liyue,Teyvat,214,5.82,19,0,4,3
Monstad,Teyvat,215,77.881,14,0,7,1
Liyue,Teyvat,215,20.992,16,1,4,0
Monstad,Teyvat,216,85.154,14,2,4,6
Liyue,Teyvat,216,45.655,0,5,4,2
Monstad,Teyvat,217,31.69,8,1,4,4
Liyue,Teyvat,217,21.881,14,0,3,2
Monstad,Teyvat,218,72.854,19,3,6,5
Liyue,Teyvat,218,20.85,9,5,3,7
Monstad,Teyvat,219,43.862,0,1,7,3
Liyue,Teyvat,219,70.894,10,3,0,2
Monstad,Teyvat,220,59.248,9,4,5,6
Liyue,Teyvat,220,62.295,7,2,6,3
Monstad,Teyvat,221,82.694,18,5,0,5
Liyue,Teyvat,221,86.957,20,2,4,1
Monstad,Teyvat,222,37.82,6,3,2,1
Liyue,Teyvat,222,89.984,6,3,0,2
Monstad,Teyvat,223,1.216,10,5,4,7
Liyue,Teyvat,223,23.908,16,2,4,0
Monstad,Teyvat,224,34.365,8,5,2,6
Liyue,Teyvat,224,99.842,9,1,5,4
Monstad,Teyvat,225,16.676,9,2,3,5
Liyue,Teyvat,225,38.044,19,0,6,6
Monstad,Teyvat,226,93.254,15,2,3,6
Liyue,Teyvat,226,76.019,16,3,2,6
Monstad,Teyvat,227,10.407,12,0,1,3
Liyue,Teyvat,227,50.097,20,3,0,3
Monstad,Teyvat,228,92.429,14,5,1,4
Liyue,Teyvat,228,92.538,9,5,0,4
Monstad,Teyvat,229,96.225,4,3,4,5
Liyue,Teyvat,229,15.709,19,1,5,0
Monstad,Teyvat,230,77.262,20,5,5,0
Liyue,Teyvat,230,47.636,19,3,1,5
Monstad,Teyvat,231,65.001,6,3,0,2
Liyue,Teyvat,231,86.29,7,4,3,3
Monstad,Teyvat,232,36.753,15,1,0,3
Liyue,Teyvat,232,40.843,3,4,5,0
Monstad,Teyvat,233,70.45,9,4,4,7
Liyue,Teyvat,233,11.99,16,1,4,7
Monstad,Teyvat,234,53.584,12,1,3,6
Liyue,Teyvat,234,30.717,18,1,3,1
Monstad,Teyvat,235,32.872,17,4,2,6
Liyue,Teyvat,235,27.577,10,4,6,0
Monstad,Teyvat,236,59.532,6,3,4,4
Liyue,Teyvat,236,41.489,5,5,0,6
Monstad,Teyvat,237,65.427,15,5,0,1
Liyue,Teyvat,237,30.732,5,0,4,5
Monstad,Teyvat,238,19.066,15,3,6,4
Liyue,Teyvat,238,58.102,18,4,3,0
Monstad,Teyvat,239,99.044,19,2,1,2
Liyue,Teyvat,239,43.922,3,3,0,2
Monstad,Teyvat,240,4.828,16,5,6,1
Liyue,Teyvat,240,79.339,20,4,6,0
Monstad,Teyvat,241,43.312,8,4,0,0
Liyue,Teyvat,241,53.733,0,4,0,2
Monstad,Teyvat,242,7.779,7,4,0,3
Liyue,Teyvat,242,49.695,19,2,2,3
Monstad,Teyvat,243,58.546,17,0,0,3
Liyue,Teyvat,243,97.143,5,4,5,3
Monstad,Teyvat,244,74.562,7,1,5,3
Liyue,Teyvat,244,84.74,2,4,5,2
Monstad,Teyvat,245,38.13,0,3,7,5
Liyue,Teyvat,245,8.313,19,4,5,5
Monstad,Teyvat,246,73.349,9,1,4,5
Liyue,Teyvat,246,48.79,20,5,5,2
Monstad,Teyvat,247,46.389,0,0,7,0
Liyue,Teyvat,247,27.04,6,2,6,1
Monstad,Teyvat,248,21.626,4,4,7,7
Liyue,Teyvat,248,9.403,18,4,5,3
Monstad,Teyvat,249,33.429,0,5,6,3
Liyue,Teyvat,249,40.815,3,4,3,7
Monstad,Teyvat,250,50.179,2,0,3,3
Liyue,Teyvat,250,20.92,1,5,6,1
Monstad,Teyvat,251,59.802,19,4,6,0
Liyue,Teyvat,251,23.113,18,3,7,0
Monstad,Teyvat,252,76.458,11,1,3,0
Liyue,Teyvat,252,51.136,2,4,5,7
Monstad,Teyvat,253,99.477,18,3,4,2
Liyue,Teyvat,253,58.804,12,4,5,1
Monstad,Teyvat,254,90.063,19,4,1,1
Liyue,Teyvat,254,86.748,0,5,3,6
Monstad,Teyvat,255,67.77,11,5,1,0
Liyue,Teyvat,255,17.521,18,2,1,3
Monstad,Teyvat,256,85.064,4,5,0,2
Liyue,Teyvat,256,48.931,15,3,1,7
Monstad,Teyvat,257,50.902,2,1,4,6
Liyue,Teyvat,257,53.492,19,0,6,3
Monstad,Teyvat,258,40.399,1,5,6,5
Liyue,Teyvat,258,46.927,10,5,6,2
Monstad,Teyvat,259,3.314,0,5,7,6
Liyue,Teyvat,259,39.226,4,1,7,1
Monstad,Teyvat,260,94.535,13,2,1,3
Liyue,Teyvat,260,49.511,4,2,3,0
Monstad,Teyvat,261,45.464,12,1,6,2
Liyue,Teyvat,261,48.94,19,3,2,4
Monstad,Teyvat,262,64.962,20,0,6,6
Liyue,Teyvat,262,71.183,0,1,3,3
Monstad,Teyvat,263,44.504,16,3,7,5
Liyue,Teyvat,263,81.407,12,4,6,1
Monstad,Teyvat,264,45.822,9,1,2,1
Liyue,Teyvat,264,6.443,1,5,2,6
Monstad,Teyvat,265,3.213,2,5,5,6
Liyue,Teyvat,265,38.787,10,4,7,1
Monstad,Teyvat,266,52.548,5,5,1,1
Liyue,Teyvat,266,84.294,8,3,0,2
Monstad,Teyvat,267,54.628,15,4,4,5
Liyue,Teyvat,267,3.034,4,3,0,3
Monstad,Teyvat,268,26.975,17,3,0,6
Liyue,Teyvat,268,81.968,18,1,1,4
Monstad,Teyvat,269,96.508,18,0,2,6
Liyue,Teyvat,269,50.84,7,0,7,7
Monstad,Teyvat,270,8.854,16,4,2,3
Liyue,Teyvat,270,72.084,5,5,6,4
Monstad,Teyvat,271,58.916,11,1,6,6
Liyue,Teyvat,271,42.74,17,2,6,6
Monstad,Teyvat,272,23.289,12,2,1,1
Liyue,Teyvat,272,58.327,1,5,3,1
Monstad,Teyvat,273,43.158,2,5,4,3
Liyue,Teyvat,273,71.872,6,3,5,7
Monstad,Teyvat,274,85.111,14,2,7,5
Liyue,Teyvat,274,28.224,16,2,4,2
Monstad,Teyvat,275,64.195,17,1,1,1
Liyue,Teyvat,275,11.523,9,0,7,2
Monstad,Teyvat,276,9.015,16,0,3,5
Liyue,Teyvat,276,54.952,6,4,1,5
Monstad,Teyvat,277,78.029,2,5,6,0
Liyue,Teyvat,277,22.785,10,5,6,4
Monstad,Teyvat,278,15.902,11,4,2,4
Liyue,Teyvat,278,84.203,5,3,5,1
Monstad,Teyvat,279,81.908,5,1,6,7
Liyue,Teyvat,279,89.664,2,2,5,7
